#,Set,Set,Name,Team,Pts,Year,OB/C,Sp/IP,Pos,Pos1,Pos2,Arm,Icon,PU,SO,GB,FB,BB,1B,1B+,2B,3B,HR
17,TD,TD,Vinny Castilla,Braves,200,2002,9,11,3B+2,3B+2,,R,,-,2-Jan,6-Mar,7-,10-Aug,14-Nov,-,15-16,-,17+
18,TD,TD,Craig Paquette,Tigers,160,2002,10,12,LF-RF+1 3B+1,LF-RF+1 ,3B+1,R,,-,2-Jan,5-Mar,7-Jun,9-Aug,16-Oct,-,17-18,-,19+
19,TD,TD,Michael Tucker,Royals,190,2002,10,20,CF+2 LF-RF+1,CF+2 ,LF-RF+1,L,,-,3-Jan,5-Apr,7-Jun,11-Aug,16-Dec,17-,18-,19-,20+
20,TD,TD,Cesar Izturis,Dodgers,210,2002,8,19,2B+5 SS+2,2B+5 ,SS+2,S,,-,5-Jan,-,-,16-Jun,17-,18-19,20-25,26+,24+
21,TD,TD,Eric Young,Brewers,170,2002,10,19,2B+2,2B+2,,R,,-,4-Jan,6-May,10-Jul,16-Nov,17-,18-25,-,26+,21+
22,TD,TD,Chuck Knoblauch,Royals,130,2002,10,19,LF-RF+0,LF-RF+0,,R,,-,-,3-Jan,6-Apr,11-Jul,17-Dec,18-19,20-21,-,22+
23,TD,TD,Roberto Alomar,Mets,510,2002,12,21,2B+2,2B+2,,S,,-,3-Jan,5-Apr,10-Jun,15-Nov,16-,17-18,19-,20+,27+
24,TD,TD,David Bell,Giants,170,2002,9,12,3B+3,3B+3,,R,,-,2-Jan,7-Mar,9-Aug,16-Oct,-,17-18,-,19+,21+
25,TD,TD,Johnny Damon,Red Sox,170,2002,10,19,OF+2,OF+2,,L,,-,5-Jan,7-Jun,10-Aug,17-Nov,18-,19-24,-,25+,23+
26,TD,TD,Roger Cedeno,Mets,210,2002,10,23,OF+0,OF+0,,S,,-,1-,6-Feb,-,8-Jul,15-Sep,16-18,19-,20-24,25+
27,TD,TD,Robin Ventura,Yankees,230,2002,11,11,3B+3,3B+3,,L,,-,3-Jan,5-Apr,7-Jun,13-Aug,14-17,-,18-,-,19+
28,TD,TD,David Justice,Athletics,90,2002,10,12,---,---,,L,,3-Jan,6-Apr,7-,12-Aug,13-17,-,18-,-,19+,27+
29,TD,TD,Brady Anderson,Indians,60,2002,9,19,LF-RF+1,LF-RF+1,,L,,-,1-,5-Feb,7-Jun,14-Aug,15-18,19-,-,20-22,23+
30,TD,TD,Pokey Reese,Pirates,120,2002,8,19,2B+3 SS+1,2B+3 ,SS+1,R,,-,2-Jan,3-,7-Apr,10-Aug,15-Nov,16-17,18-19,-,20+
31,TD,TD,Reggie Sanders,Giants,280,2002,10,18,LF-RF+1,LF-RF+1,,R,,5-Jan,-,7-Jun,12-Aug,13-14,15-,16-,-,17+,21+
32,TD,TD,Jeff Cirillo,Mariners,280,2002,10,17,3B+3,3B+3,,R,,-,-,4-Jan,5-,7-Jun,16-Aug,17-,18-19,-,20+
33,TD,TD,Juan Encarnacion,Reds,140,2002,8,19,LF-RF+1,LF-RF+1,,R,,-,3-Jan,4-,6-May,8-Jul,14-Sep,15-,16-17,18-,19+
34,TD,TD,Tino Martinez,Cardinals,170,2002,10,13,1B+0,1B+0,,L,,-,1-,6-Feb,7-,9-Aug,16-Oct,-,17-,-,18+
35,TD,TD,Carl Everett,Rangers,220,2002,9,18,OF+0,OF+0,,S,,4-Jan,6-May,-,9-Jul,14-Oct,15-,16-17,18-,19+,27+
36,TD,TD,Danny Bautista,Diamondbacks,150,2002,10,16,LF-RF+1,LF-RF+1,,R,,-,1-,5-Feb,7-Jun,8-,17-Sep,-,18-19,-,20+
37,TD,TD,Rafael Furcal,Braves,120,2002,9,16,SS+3,SS+3,,S,,1-,5-Feb,6-,9-Jul,16-Oct,17-18,19-24,-,25+,21+
38,TD,TD,Dmitri Young,Tigers,240,2002,10,15,LF-RF+1 3B+1,LF-RF+1 ,3B+1,S,,-,5-Jan,6-,7-,16-Aug,-,17-18,-,19+,21+
39,TD,TD,Jay Gibbons,Orioles,160,2002,9,9,LF-RF+1,LF-RF+1,,L,,-,1-,4-Feb,7-May,11-Aug,15-Dec,-,16-,-,17+
40,TD,TD,Brian Buchanan,Twins,180,2002,10,11,LF-RF+1,LF-RF+1,,R,,-,5-Jan,6-,-,10-Jul,16-Nov,-,17-18,-,19+
41,TD,TD,David Segui,Orioles,240,2002,12,12,1B+0,1B+0,,S,,3-Jan,5-Apr,6-,11-Jul,17-Dec,-,18-19,-,20+,27+
42,TD,TD,Barry Larkin,Reds,120,2002,11,14,SS+3,SS+3,,R,,-,1-,5-Feb,7-Jun,13-Aug,14-18,-,19-24,-,25+
43,TD,TD,John Vander Wal,Yankees,180,2002,11,15,LF-RF+1,LF-RF+1,,L,,-,4-Jan,5-,7-Jun,12-Aug,13-17,-,18-19,-,20+
44,TD,TD,Brent Mayne,Royals,120,2002,10,12,C+7,C+7,,L,,-,-,6-Jan,7-,9-Aug,19-Oct,-,20-26,-,27+
45,TD,TD,Neifi Perez,Royals,140,2002,9,20,SS+3,SS+3,,S,,-,3-Jan,7-Apr,8-,18-Sep,-,19-,20-24,25+,24+
46,TD,TD,Lenny Harris,Brewers,10,2002,8,17,---,---,,L,,-,8-Jan,-,10-Sep,18-Nov,19-,20-27,-,28+,21+
47,TD,TD,Jason Larue,Reds,240,2002,8,13,C+10,C+10,,R,,-,5-Jan,6-,-,10-Jul,15-Nov,-,16-18,-,19+
48,TD,TD,Travis Fryman,Indians,10,2002,10,10,3B+0,3B+0,,R,,2-Jan,4-Mar,7-May,11-Aug,18-Dec,-,19-25,-,26+,27+
49,TD,TD,Juan Uribe,Rockies,350,2002,9,18,SS+2,SS+2,,R,,3-Jan,4-,6-May,-,13-Jul,-,14-15,16-18,19+,21+
50,TD,TD,Shea Hillenbrand,Red Sox,100,2002,8,14,3B+1,3B+1,,R,,-,5-Jan,6-,-,16-Jul,-,17-18,-,19+,23+
51,TD,TD,Aaron Rowand,White Sox,230,2002,12,14,LF-RF+1 CF+1,LF-RF+1 ,CF+1,R,,-,4-Jan,7-May,-,12-Aug,13-17,18-,19-,-,20+
52,TD,TD,Jose Ortiz,Rockies,180,2002,8,17,2B+1,2B+1,,R,,-,1-,4-Feb,6-May,9-Jul,14-Oct,15-,16-,-,17+
53,TD,TD,Robert Fick,Tigers,240,2002,10,12,C+6,C+6,,L,,1-,3-Feb,7-Apr,10-Aug,16-Nov,-,17-18,-,19+,27+
54,TD,TD,Doug Glanville,Phillies,160,2002,8,19,OF+3,OF+3,,R,,-,1-,4-Feb,7-May,12-Aug,13-15,16-17,18-,-,19+
55,TD,TD,Charles Johnson,Marlins,250,2002,9,9,C+8,C+8,,R,,-,5-Jan,-,6-,9-Jul,15-Oct,-,16-18,-,19+
56,TD,TD,Derrek Lee,Marlins,220,2002,10,15,1B+1,1B+1,,R,,3-Jan,4-,6-May,10-Jul,16-Nov,-,17-18,-,19+,21+
57,TD,TD,Carlos Febles,Royals,170,2002,8,19,2B+4,2B+4,,R,,-,1-,5-Feb,6-,9-Jul,16-Oct,17-,18-,-,19+
58,TD,TD,Luis Rivas,Twins,140,2002,9,21,2B+0,2B+0,,R,,-,1-,5-Feb,6-,9-Jul,16-Oct,17-18,19-,20-24,25+
59,TD,TD,Lee Stevens,Expos,130,2002,10,12,1B+0,1B+0,,L,,-,4-Jan,7-May,-,12-Aug,13-16,-,17-18,-,19+
60,TD,TD,Mike Lieberthal,Phillies,110,2002,9,12,C+6,C+6,,R,,2-Jan,3-,7-Apr,12-Aug,13-17,-,18-23,-,24+,27+
61,TD,TD,Ryan Klesko,Padres,410,2002,12,19,1B+0,1B+0,,L,,-,2-Jan,4-Mar,7-May,12-Aug,13-15,16-,17-18,-,19+
62,TD,TD,Chris Gomez,Devil Rays,140,2002,9,13,SS+2,SS+2,,R,,-,4-Jan,7-May,9-Aug,16-Oct,-,17-18,-,19+,21+
63,TD,TD,Randy Winn,Devil Rays,150,2002,10,18,LF-RF+1,LF-RF+1,,S,,2-Jan,6-Mar,7-,10-Aug,16-Nov,17-,18-19,20-24,25+,21+
64,TD,TD,Rusty Greer,Rangers,180,2002,10,12,LF-RF+1,LF-RF+1,,L,,-,-,4-Jan,6-May,10-Jul,15-Nov,-,16-19,-,20+
65,TD,TD,Felipe Lopez,Blue Jays,230,2002,9,19,SS+3 3B+2,SS+3 ,3B+2,S,,-,3-Jan,5-Apr,7-Jun,9-Aug,16-Oct,17-,-,18-,19+
66,TD,TD,Carlos Pena,Athletics,240,2002,10,16,1B+0,1B+0,,L,,5-Jan,6-,7-,11-Aug,16-Dec,-,17-18,-,19+,27+
67,TD,TD,Toby Hall,Devil Rays,240,2002,9,13,C+7,C+7,,R,,-,-,3-Jan,6-Apr,-,15-Jul,-,16-19,-,20+
68,TD,TD,Milton Bradley,Indians,120,2002,8,18,OF+1,OF+1,,S,,-,4-Jan,6-May,-,10-Jul,14-Nov,15-,16-19,20-27,28+
69,TD,TD,Matt Lawton,Indians,270,2002,12,16,LF-RF+1,LF-RF+1,,L,,-,1-,7-Feb,-,12-Aug,13-16,17-,18-19,-,20+
70,TD,TD,Gregg Zaun,Astros,390,2002,12,11,C+6,C+6,,S,,1-,4-Feb,7-May,10-Aug,16-Nov,-,17-18,-,19+,24+
71,TD,TD,Eric Hinske,Blue Jays,230,2002,10,16,3B+1,3B+1,,L,,5-Jan,6-,7-,10-Aug,15-Nov,16-,17-18,-,19+,21+
72,TD,TD,Alex Ochoa,Brewers,170,2002,10,19,LF-RF+1,LF-RF+1,,R,,-,1-,5-Feb,7-Jun,10-Aug,16-Nov,17-,18-19,20-23,24+
73,TD,TD,Rondell White,Yankees,230,2002,11,12,LF-RF+1,LF-RF+1,,R,,2-Jan,6-Mar,7-,10-Aug,16-Nov,-,17-18,-,19+,27+
74,TD,TD,Armando Rios,Pirates,240,2002,9,15,LF-RF+1,LF-RF+1,,L,,3-Jan,5-Apr,6-,10-Jul,15-Nov,-,16-17,-,18+,21+
75,TD,TD,Desi Relaford,Mariners,290,2002,11,15,SS+3 2B+2,SS+3 ,2B+2,S,,3-Jan,4-,7-May,10-Aug,15-Nov,16-,17-19,-,20+,23+
76,TD,TD,Nomar Garciaparra,Red Sox,400,2002,11,15,SS+1,SS+1,,R,,-,1-,3-Feb,5-Apr,8-Jun,15-Sep,-,16-18,-,19+
77,TD,TD,Frank Thomas,White Sox,330,2002,12,10,---,---,,R,,-,1-,2-,6-Mar,12-Jul,13-16,-,17-18,-,19+
78,TD,TD,Mitch Meluskey,Tigers,280,2002,11,10,C+4,C+4,,S,,2-Jan,4-Mar,5-,10-Jun,17-Nov,-,18-19,-,20+,27+
79,TD,TD,Morgan Ensberg,Astros,350,2002,11,15,3B+1,3B+1,,R,,-,4-Jan,6-May,7-,10-Aug,16-Nov,-,17-18,-,19+
80,TD,TD,Mo Vaughn,Mets,280,2002,11,10,1B+0,1B+0,,L,,-,4-Jan,5-,7-Jun,12-Aug,13-17,-,18-,-,19+
81,TD,TD,Adrian Brown,Pirates,270,2002,10,19,OF+1,OF+1,,S,,1-,4-Feb,5-,9-Jul,16-Oct,17-,18-19,-,20+,21+
82,TD,TD,Juan Gonzalez,Rangers,360,2002,12,12,LF-RF+1,LF-RF+1,,R,,-,2-Jan,5-Mar,7-Jun,9-Aug,15-Oct,-,16-17,-,18+
83,TD,TD,Tom Wilson,Blue Jays,200,2002,10,11,C+3,C+3,,R,,-,4-Jan,5-,6-,12-Jul,13-16,-,17-18,-,19+
84,TD,TD,Matt Stairs,Brewers,230,2002,11,11,1B+1,1B+1,,L,,-,3-Jan,5-Apr,7-Jun,12-Aug,13-16,-,17-18,-,19+
85,TD,TD,Andres Galarraga,Expos,150,2002,10,11,1B+0,1B+0,,R,,5-Jan,6-,-,11-Aug,15-Dec,-,16-18,-,19+,27+
86,TD,TD,Sidney Ponson,Orioles,150,2002,1,6,Starter,Starter,,R,,-,4-Jan,7-May,14-Aug,15-18,-,19-,-,20-21,-
87,TD,TD,Jesus Colome,Devil Rays,130,2002,5,2,Reliever,Reliever,,R,,3-Jan,6-Apr,13-Jul,14-16,17-18,19-,-,20-,-,21+
88,TD,TD,Juan Cruz,Cubs,330,2002,3,5,Starter,Starter,,R,,3-Jan,7-Apr,13-Aug,14-16,17-18,19-24,-,-,-,21+
89,TD,TD,Eddie Guardado,Twins,220,2002,4,1,Reliever,Reliever,,L,,-,4-Jan,10-May,13-Nov,14-18,19-,20-25,-,-,-
90,TD,TD,Jon Garland,White Sox,260,2002,1,6,Starter,Starter,,R,,-,5-Jan,8-Jun,15-Sep,16-18,19-,20-21,-,-,-
91,TD,TD,Denny Neagle,Rockies,10,2002,2,6,Starter,Starter,,L,,5-Jan,8-Jun,12-Oct,13-17,-,18-,-,19-,-,27+
92,TD,TD,Chad Durbin,Royals,180,2002,3,6,Starter,Starter,,R,,-,3-Jan,6-Apr,12-Jul,13-16,17-,18-19,-,20-21,-
93,TD,TD,Kevin Brown,Dodgers,530,2002,4,6,Starter,Starter,,R,,-,3-Jan,8-Apr,16-Sep,17-,18-,19-25,-,-,-
94,TD,TD,Elmer Dessens,Reds,180,2002,1,6,Starter,Starter,,R,,-,5-Jan,8-Jun,14-Sep,15-18,-,19-20,-,-,-
95,TD,TD,Eric Gagne,Dodgers,130,2002,1,6,Starter,Starter,,R,,4-Jan,9-May,13-Oct,14-18,19-,-,-,20-,-,24+
96,TD,TD,Jamey Wright,Brewers,70,2002,3,6,Starter,Starter,,R,,3-Jan,6-Apr,13-Jul,14-15,16-17,18-19,-,20-21,-,21+
97,TD,TD,Pedro Martinez,Red Sox,790,2002,5,6,Starter,Starter,,R,,-,2-Jan,11-Mar,15-Dec,16-18,19-,20-25,-,-,-
98,TD,TD,Jason Bere,Cubs,250,2002,1,6,Starter,Starter,,R,,3-Jan,9-Apr,14-Oct,15-19,-,-,-,20-21,-,27+
99,TD,TD,Urgueth Urbina,Red Sox,120,2002,5,1,Closer,Closer,,R,,3-Jan,11-Apr,14-Dec,15-16,17-,18-19,-,20-21,-,21+
100,TD,TD,Carl Pavano,Expos,170,2002,1,5,Starter,Starter,,R,,4-Jan,9-May,14-Oct,15-17,-,18-21,-,-,-,23+
101,TD,TD,Kip Wells,Pirates,10,2002,1,6,Starter,Starter,,R,,-,4-Jan,8-May,14-Sep,15-17,18-,19-,-,20-22,-
102,TD,TD,Paul Abbott,Mariners,260,2002,1,6,Starter,Starter,,R,,-,4-Jan,8-May,13-Sep,14-18,19-22,-,-,-,-
103,TD,TD,Billy Wagner,Astros,220,2002,5,1,Closer,Closer,,L,,3-Jan,11-Apr,15-Dec,16-17,18-,19-,-,20-24,-,27+
104,TD,TD,Erik Hiljus,Athletics,350,2002,2,6,Starter,Starter,,R,,-,5-Jan,11-Jun,13-Dec,14-18,-,19-23,-,-,-
105,TD,TD,Brandon Duckworth,Phillies,300,2002,3,7,Starter,Starter,,R,,-,2-Jan,5-Mar,12-Jun,13-16,17-18,19-23,-,-,-
106,TD,TD,Ruben Quevedo,Brewers,290,2002,5,6,Starter,Starter,,R,,5-Jan,9-Jun,11-Oct,15-Dec,16-17,18-19,-,20-22,-,21+
107,TD,TD,Jimmy Anderson,Pirates,320,2002,5,6,Starter,Starter,,L,,-,2-Jan,4-Mar,13-May,14-15,16-,17-19,-,20-25,-
108,TD,TD,Bobby Jones,Padres,20,2002,5,6,Starter,Starter,,R,,-,3-Jan,6-Apr,11-Jul,15-Dec,-,16-18,-,19-,-
109,TD,TD,Livan Hernandez,Giants,150,2002,4,7,Starter,Starter,,R,,-,2-Jan,5-Mar,11-Jun,15-Dec,16-,17-19,-,20-23,-
110,TD,TD,Curtis Leskanic,Brewers,50,2002,3,1,Reliever,Reliever,,R,,3-Jan,9-Apr,14-Oct,15-17,18-,19-,-,20-22,-,27+
111,TD,TD,Tom Gordon,Cubs,260,2002,4,1,Closer,Closer,,R,,-,2-Jan,11-Mar,15-Dec,16-18,19-,20-24,-,-,-
112,TD,TD,Jeff Austin,Royals,10,2002,4,1,Reliever,Reliever,,R,,3-Jan,6-Apr,12-Jul,13-15,16-17,18-19,-,-,-,21+
113,TD,TD,Joel Pineiro,Mariners,620,2002,3,6,Starter,Starter,,R,,4-Jan,9-May,14-Oct,15-19,20-28,-,-,-,-,21+
114,TD,TD,Chad Bradford,Athletics,90,2002,1,1,Reliever,Reliever,,R,,-,1-,7-Feb,18-Aug,19-,-,20-,-,-,-
115,TD,TD,Woody Williams,Cardinals,280,2002,3,6,Starter,Starter,,R,,-,4-Jan,8-May,13-Sep,14-17,-,18-19,-,20-,-
116,TD,TD,Victor Zambrano,Devil Rays,110,2002,3,1,Reliever,Reliever,,R,,2-Jan,9-Mar,14-Oct,15-18,19-,-,-,20-23,-,27+
117,TD,TD,Jose Mesa,Phillies,170,2002,4,1,Closer,Closer,,R,,-,3-Jan,8-Apr,13-Sep,14-17,18-,19-26,-,-,-
118,TD,TD,Roy Halladay,Blue Jays,560,2002,5,7,Starter,Starter,,R,,-,2-Jan,7-Mar,15-Aug,16-17,-,18-19,-,20-28,-
119,TD,TD,Steve Karsay,Yankees,230,2002,4,1,Reliever,Reliever,,R,,-,1-,7-Feb,15-Aug,14-18,-,19-26,-,-,-
120,TD,TD,Hideo Nomo,Dodgers,330,2002,1,6,Starter,Starter,,R,,4-Jan,12-May,13-17,18-19,20-21,-,-,-,-,24+
121,TD,TD,Jeff Farnsworth,Tigers,160,2002,3,1,Reliever,Reliever,,R,,3-Jan,11-Apr,15-Dec,16-18,19-,20-24,-,-,-,21+
122,TD,TD,Dave Weathers,Mets,120,2002,4,1,Reliever,Reliever,,R,,-,3-Jan,7-Apr,13-Aug,14-17,18-,19-27,-,-,-
123,TD,TD,Sean Lowe,Pirates,120,2002,4,2,Reliever,Reliever,,R,,3-Jan,6-Apr,13-Jul,14-17,-,18-19,-,20-22,-,27+
124,TD,TD,Mike Myers,Diamondbacks,90,2002,3,1,Reliever,Reliever,,L,,3-Jan,9-Apr,15-Oct,16-17,18-,19-27,-,-,-,21+
125,TD,TD,Jason Schmidt,Giants,140,2002,4,6,Starter,Starter,,R,,4-Jan,10-May,14-Nov,15-18,19-,-,20-26,-,27+,23+
126,TD,TD,Mike Williams,Pirates,20,2002,5,1,Closer,Closer,,R,,-,1-,6-Feb,13-Jul,14-15,16-17,18-,-,19-23,-
127,TD,TD,Terry Adams,Phillies,450,2002,4,7,Starter,Starter,,R,,-,2-Jan,7-Mar,13-Aug,14-16,17-,18-26,-,-,-
128,TD,TD,Chan Ho Park,Rangers,400,2002,2,7,Starter,Starter,,R,,4-Jan,10-May,14-Nov,15-18,19-24,-,-,-,-,27+
129,TD,TD,Jeff D'Amico,Mets,10,2002,4,5,Starter,Starter,,R,,-,4-Jan,6-May,11-Jul,15-Dec,-,16-17,-,18-19,-
130,TD,TD,Kevin Appier,Angels,340,2002,1,6,Starter,Starter,,R,,-,4-Jan,9-May,15-Oct,16-19,20-21,-,-,-,-
131,TD,TD,Glendon Rusch,Brewers,150,2002,4,5,Starter,Starter,,L,,3-Jan,7-Apr,10-Aug,15-Nov,-,16-19,-,20-,-,21+
132,TD,TD,Jason Isringhausen,Cardinals,260,2002,5,1,Closer,Closer,,R,,-,2-Jan,9-Mar,15-Oct,16-18,-,19-,-,20-24,-
133,TD,TD,Todd Ritchie,White Sox,340,2002,1,6,Starter,Starter,,R,,-,3-Jan,7-Apr,15-Aug,16-19,-,20-24,-,-,-
134,TD,TD,Shawn Estes,Mets,320,2002,5,6,Starter,Starter,,L,,-,2-Jan,5-Mar,11-Jun,15-Dec,16-17,18-19,-,20-26,-
135,TD,TD,Kevin Millwood,Braves,190,2002,2,6,Starter,Starter,,R,,4-Jan,8-May,13-Sep,14-18,-,19-,-,-,-,27+
136,TD,TD,Aaron Sele,Angels,360,2002,2,6,Starter,Starter,,R,,-,4-Jan,7-May,13-Aug,14-18,-,19-20,-,-,-
137,TD,TD,Rick Helling,Diamondbacks,10,2002,3,6,Starter,Starter,,R,,4-Jan,8-May,13-Sep,14-16,-,17-,-,18-19,-,21+
138,TD,TD,Billy Koch,Athletics,40,2002,3,1,Closer,Closer,,R,,3-Jan,7-Apr,14-Aug,15-16,17-18,19-23,-,-,-,21+
139,TD,TD,Paul Quantrill,Dodgers,110,2002,5,1,Reliever,Reliever,,R,,-,2-Jan,6-Mar,14-Jul,15-16,-,17-19,-,20-23,-
140,TD,TD,Tim Spooneybarger,Braves,160,2002,5,1,Reliever,Reliever,,R,,-,3-Jan,7-Apr,12-Aug,13-16,17-,18-28,-,-,-
141,TD,TD,Jorge Julio,Orioles,40,2002,5,1,Reliever,Reliever,,R,,3-Jan,7-Apr,11-Aug,15-Dec,16-17,18-19,-,20-24,-,27+
142,TD,TD,Carlos Hernandez,Astros,260,2002,4,6,Starter,Starter,,L,,-,3-Jan,7-Apr,11-Aug,15-Dec,16-18,19-22,-,-,-
143,TD,TD,Rick Ankiel,Cardinals,180,2002,3,5,Starter,Starter,,L,,-,3-Jan,7-Apr,12-Aug,13-15,16-18,19-24,-,-,-
144,TD,TD,Scott Erickson,Orioles,160,2002,1,6,Starter,Starter,,R,,-,3-Jan,5-Apr,14-Jun,15-18,19-,20-22,-,-,-
145,TD,TD,Denny Hocking,Twins,120,2002,9,16,SS+3,SS+3,,S,,2-Jan,4-Mar,6-May,10-Jul,17-Nov,18-,19-24,-,25+,24+
146,TD,TD,Kazuhisa Ishii,Dodgers,290,2002,4,6,Starter,Starter,,L,,3-Jan,11-Apr,15-Dec,16-17,18-19,20-24,-,-,-,21+
147,TD,TD,Pedro Astacio,Mets,250,2002,3,7,Starter,Starter,,R,,-,3-Jan,8-Apr,13-Sep,14-17,18-,19-25,-,-,-
148,TD,TD,Satoru Komiyama,Mets,130,2002,4,1,Reliever,Reliever,,R,,5-Jan,9-Jun,14-Oct,15-17,-,18-22,-,-,-,27+
149,TD,TD,Kurt Ainsworth,Giants,60,2002,3,1,Reliever,Reliever,,R,,4-Jan,9-May,14-Oct,15-16,17-,18-25,-,-,-,21+
150,TD,TD,John Smoltz,Braves,160,2002,5,1,Reliever,Reliever,,R,,2-Jan,8-Mar,14-Sep,15-17,-,18-19,-,20-22,-,23+
1,UL,UL,Garret Anderson,Angels,220,2002,9,15,LF-RF+2,LF-RF+2,,L,,-,1-,4-Feb,6-May,-,14-Jul,15-,16-17,-,18+
2,UL,UL,David Eckstein,Angels,160,2002,11,18,SS+3,SS+3,,R,,-,-,6-Jan,7-,11-Aug,18-Dec,19-,20-25,-,26+
3,UL,UL,Darin Erstad,Angels,160,2002,10,16,CF+3 LF-RF+2,CF+3 ,LF-RF+2,L,,-,2-Jan,6-Mar,7-,11-Aug,17-Dec,18-,19-23,-,24+
4,UL,UL,Troy Glaus,Angels,330,2002,11,14,3B+1,3B+1,,R,,-,4-Jan,-,6-May,13-Jul,14-15,-,16-17,-,18+
5,UL,UL,Adam Kennedy,Angels,130,2002,9,16,2B+3,2B+3,,L,,-,-,1-,6-Feb,9-Jul,17-Oct,18-,19-23,-,24+
6,UL,UL,Ben Molina,Angels,30,2002,9,10,C+7,C+7,,R,,-,1-,4-Feb,7-May,9-Aug,19-Oct,-,20-21,-,22+
7,UL,UL,Ramon Ortiz,Angels,150,2002,2,7,Starter,Starter,,R,,3-Jan,7-Apr,13-Aug,14-17,18-,19-,-,20-22,-,23+
8,UL,UL,Troy Percival,Angels,310,2002,5,1,Closer,Closer,,R,,3-Jan,11-Apr,14-Dec,15-18,19-,20-26,-,-,-,27+
9,UL,UL,Tim Salmon,Angels,170,2002,11,14,LF-RF+1,LF-RF+1,,R,,-,3-Jan,-,6-Apr,14-Jul,15-18,-,19-,-,20+
10,UL,UL,Scott Schoeneweis,Angels,310,2002,5,6,Starter,Starter,,L,,2-Jan,5-Mar,12-Jun,13-15,16-,17-19,-,20-23,-,24+
11,UL,UL,Scott Spiezio,Angels,220,2002,10,15,1B+1,1B+1,,S,,-,1-,3-Feb,7-Apr,9-Aug,15-Oct,-,16-18,19-,20+
12,UL,UL,Jarrod Washburn,Angels,260,2002,2,6,Starter,Starter,,L,,5-Jan,8-Jun,12-Sep,13-18,-,19-,-,20-21,-,22+
13,UL,UL,Miguel Batista,Diamondbacks,450,2002,4,6,Starter,Starter,,R,,3-Jan,6-Apr,13-Jul,14-16,17-18,19-25,-,-,-,26+
14,UL,UL,Jay Bell,Diamondbacks,180,2002,11,11,2B+3 3B+1,2B+3 ,3B+1,R,,-,2-Jan,4-Mar,7-May,13-Aug,14-17,-,18-19,-,20+
15,UL,UL,Craig Counsell,Diamondbacks,210,2002,11,16,2B+5 SS+3,2B+5 ,SS+3,L,,-,2-Jan,6-Mar,7-,12-Aug,13-19,-,20-24,-,25+
16,UL,UL,David Delucci,Diamondbacks,220,2002,10,15,LF-RF+0,LF-RF+0,,L,,-,3-Jan,6-Apr,-,9-Jul,16-Oct,-,17-,18-,19+
17,UL,UL,Erubiel Durazo,Diamondbacks,280,2002,11,10,1B+0,1B+0,,L,,-,4-Jan,5-,6-,12-Jul,13-15,-,16-17,-,18+
18,UL,UL,Steve Finley,Diamondbacks,180,2002,10,17,CF+2 LF-RF+1,CF+2 ,LF-RF+1,L,,-,-,3-Jan,7-Apr,10-Aug,16-Nov,17-,18-19,-,20+
19,UL,UL,Luis Gonzalez,Diamondbacks,600,2002,12,14,LF-RF+1,LF-RF+1,,L,,-,1-,3-Feb,5-Apr,10-Jun,14-Nov,-,15-16,-,17+
20,UL,UL,Mark Grace,Diamondbacks,210,2002,12,12,1B+0,1B+0,,L,,-,-,4-Jan,7-May,11-Aug,17-Dec,-,18-19,-,20+
21,UL,UL,Randy Johnson,Diamondbacks,560,2002,3,7,Starter,Starter,,L,,3-Jan,13-Apr,14-16,17-18,19-,20-26,-,-,-,27+
22,UL,UL,Byung-Hyun Kim,Diamondbacks,160,2002,3,1,Reliever,Reliever,,R,,4-Jan,12-May,13-16,17-18,19-23,-,-,-,-,24+
23,UL,UL,Albie Lopez,Diamondbacks,180,2002,3,6,Starter,Starter,,R,,4-Jan,7-May,13-Aug,14-16,17-,18-19,-,20-21,-,22+
24,UL,UL,Curt Schilling,Diamondbacks,400,2002,4,7,Starter,Starter,,R,,3-Jan,10-Apr,14-Nov,15-17,-,18-19,-,20-,-,21+
25,UL,UL,Matt Williams,Diamondbacks,200,2002,9,12,3B+2,3B+2,,R,,-,1-,3-Feb,6-Apr,7-,14-Aug,-,15-18,-,19+
26,UL,UL,Tony Womack,Diamondbacks,150,2002,9,22,SS+2,SS+2,,L,,-,-,5-Jan,7-Jun,8-,16-Sep,17-18,19-,20-25,26+
27,UL,UL,Marcus Giles,Braves,210,2002,10,16,2B+2,2B+2,,R,,-,-,4-Jan,6-May,11-Jul,17-Dec,-,18-,-,19+
28,UL,UL,Tom Glavine,Braves,260,2002,1,6,Starter,Starter,,L,,3-Jan,5-Apr,13-Jun,14-18,19-,20-23,-,-,-,24+
29,UL,UL,Andruw Jones,Braves,260,2002,9,16,CF+3 LF-RF+2,CF+3 ,LF-RF+2,R,,-,3-Jan,5-Apr,6-,10-Jul,15-Nov,16-,17-,-,18+
30,UL,UL,Chipper Jones,Braves,550,2002,12,15,3B+1,3B+1,,S,,-,1-,4-Feb,5-,9-Jun,15-Oct,-,16-17,-,18+
31,UL,UL,Brian Jordan,Braves,200,2002,10,14,LF-RF+2,LF-RF+2,,R,,-,1-,4-Feb,6-May,8-Jul,16-Sep,-,17-18,-,19+
32,UL,UL,Steve Karsay,Braves,230,2002,4,1,Reliever,Reliever,,R,,1-,7-Feb,14-Aug,15-18,-,19-26,-,-,-,27+
